split_label,dataset_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,governance_system_id,baseline_system_id,metric,governance_value,baseline_value,delta,delta_hash
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,static_weighted_ensemble,technical_failure_rate,0.0,0.0,0.0,3702266cea884157807bc7de2948b990bc421022a9f213bebfbda179c69d3493
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,single_model,accuracy,0.9655172413793104,0.9655172413793104,0.0,776bb15ee4863c8dd9c5164cad9e7d6b72a411d89fab251a9d7bedd21379c309
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,single_model,f1,0.9523809523809523,0.9523809523809523,0.0,5d0f37d8ac70c06c5bc7194b562404b2b45402a767e0ee8c59ef5b4708377a41
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,single_model,unsafe_acceptance_rate,0.0,0.0,0.0,e1ced28b54ebead5e3c48b1a7716cb0d030d22af48daffff2412821c0e57f061
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,single_model,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,2126ff6ea9aac14048bc5dc57416f9d59e9e5b7299f3a3e5b86390aeda235e9f
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,single_model,technical_failure_rate,0.0,0.0,0.0,42458a830becc8beac6718d5d2c39cf8e1cdcf4054fce5a7c41fa1c21b0cca33
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,mean_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,27b2399ea69787a63c8fad47b4e3d45f900c2b4c80401016b0570d1a68aaad83
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,mean_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,13051ed9cec1f1f7e1288b66883a47670678e98e12571e5583622c1b3eac396c
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,mean_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,9fe3becce6f864dcaff56a5b9bb8174e556211fd9c63eae154dea4d09f738b58
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,mean_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,59c7f8e07cba20f0a95096cc5cd8e38d61a746aa82248823a85f723da47b456b
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,mean_ensemble,technical_failure_rate,0.0,0.0,0.0,9ac5c5d0c57e293ab16a0f0fb17fd6fbc4a6c242d53b0ccc7ebfe6b4f5333fd9
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,static_weighted_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,777ed05058074018fd9a6a4ba836319d473bbc3b34b459e8ec7f6be2442304f1
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,static_weighted_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,17d4650eef1d0c91284163d0f556a5f1afa2bedef511159e039640556169f878
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,static_weighted_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,5ac93dcf83038ae7e742673c89440e57b7f7bc1d76c8aa720679f45954306e35
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,static_weighted_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,885aca16ce2deb8a2ae3530521b67d3b27f27a3c72edeaf075777a98212d4149
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,veto_mavs,static_weighted_ensemble,technical_failure_rate,0.0,0.0,0.0,42a57d15cc775bc9710602996badc611e1835cd4dade3599196a61f02d8b0216
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,single_model,accuracy,0.9655172413793104,0.9655172413793104,0.0,b97e814896bf3d92c900a7d893abc48f2382048a1b8ba83132fa4f0916699182
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,pure_mavs_gc,single_model,f1,0.9523809523809523,0.9523809523809523,0.0,6d815fa2d11a7c87d418c3a8f0c1b91f7e15bba94e2ad908ea80e380d32d5296
