split_label,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,accuracy_mean,accuracy_variance,variance_hash
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.4,primary,3,0.9064327485380117,0.00047877979549263105,d98c5a3f81406090a780a559ff58b3347a63e45d31c22d3b01ea2546b135144b
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.4,primary,3,0.9122807017543859,0.00020519134092541295,1a3935fc82a86e6011c1c24dfa9f3059e9a97aa596b2b5aba54282b328a22950
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.4,primary,3,0.9064327485380117,0.00047877979549263105,5b8d9308648c3394115bd50b6fbbdc21addb797a0ce73e366256f12b3d9ba637
locked,breast_cancer_wisconsin,single_model,missing_features,0.4,shadow,2,0.9473684210526315,0.0,62e92acc124c176be00b490ffe4286bafdb4b4ddab05556baacfbe608265391f
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.4,shadow,2,0.9210526315789473,0.0006925207756232672,9fb565ebb7fc0609c6d74eea897a482ba160d9e5ea2322e86f894b73994be56c
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.4,shadow,2,0.9473684210526315,0.0,00e206709772359d6629162239084c922d5fcfc0ec0e1867b71063049c4506a1
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.4,shadow,2,0.9210526315789473,0.0006925207756232672,a9ad0cc07cdaa6a69e5cc4d14210d82440208f8166e46dc27e4e7493465f96d9
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.4,shadow,2,0.9210526315789473,7.694675284703034e-05,6b2c053988fe890459a342221ed61c9d8fe8935cac009d415610265f1ab33f04
locked,breast_cancer_wisconsin,single_model,missing_features,0.6,primary,3,0.8888888888888888,0.002120310522895933,96d49fe50f328857569316bf66ec814031889a8460ed87e83c150624dd086df0
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.6,primary,3,0.9064327485380117,0.00047877979549263105,069a9c91d4bc2a4e11ecc39313cc101d7bb8e840eb9a75db885d0f9bc665db22
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.6,primary,3,0.8947368421052632,0.0008207653637016518,c7909fa5b91e243046b57b4d459876e2d685b06429ed67c589c2f699bc6b6fb2
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.6,primary,3,0.9064327485380117,0.00047877979549263105,fea615e46576f30b9a54961a0747b3ef8b24ed196b54c2ff8351e87638557db5
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.6,primary,3,0.8713450292397661,0.00047877979549263105,2220041826abd1ee9c6f3a7ea35d19cc44d0c37f5b63599b4bb92864665179fb
