split_label,dataset_id,corruption_family,corruption_level,seed_role,governance_system_id,baseline_system_id,metric,bootstrap_unit,seed_count,delta_mean,ci_lower,ci_upper,iterations,bootstrap_seed,bootstrap_hash
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,mean_ensemble,f1,seed_level_paired_by_corruption_seed,2,-0.012804878048780444,-0.025609756097560887,0.0,500,4040,5a35e26f894dbd1a655da7915db9204bb2bb939b17b60381d1193f1569c749f6
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,mean_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,2,0.0,0.0,0.0,500,4040,deb994ce2f970b33d35de21538f4571ac89fe208135a49ba73f6afd9054da2bb
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,static_weighted_ensemble,accuracy,seed_level_paired_by_corruption_seed,2,0.0,0.0,0.0,500,4040,321c300448cb00177579060a6eb2b21a06afe6c2749b022bc3513f75bda77b4e
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,static_weighted_ensemble,f1,seed_level_paired_by_corruption_seed,2,-0.0023809523809522615,-0.0023809523809522615,-0.0023809523809522615,500,4040,6ac9351f617bd04a76710e43380a7f6779f3e78b4def3179f95737689763b03a
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,static_weighted_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,2,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,500,4040,5c29d0f1fc43b8bb7f4b2c4ebfe826520b6e63de4a756726a348fdb0437f38eb
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,single_model,accuracy,seed_level_paired_by_corruption_seed,3,-0.005847953216374324,-0.01754385964912286,0.01754385964912275,500,4040,3aad3d0f89223e4fc6c1b20b1a089cc0aebf675c2917b2fd67dc3db03233850f
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,single_model,f1,seed_level_paired_by_corruption_seed,3,-0.009291521486643436,-0.025551684088269466,0.023228803716608626,500,4040,805457014c7213331cd32b4964c93ba313ce1b0b38a2dd7f3b9fa3cd89df915b
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,single_model,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.009259259259259259,-0.018518518518518517,0.0,500,4040,d5312f0f67cb5c36a338bba4f49e69011f0ac04ea06f7512d2611de7dbb0b80c
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,mean_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,0e4ff6177c7b46a3715c9e89067a4788d6068b4b84d4bef1a245035f4dcd9ff1
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,mean_ensemble,f1,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,0867dc82c1fda5ef4f259788dc5274caa9689a028a935f8f1b35b843696f3922
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,mean_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,d02930f6118699e701bb3dc6e5ad8717b3b1e104b700ce9c4f02faa0a86e177b
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,static_weighted_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,-0.005847953216374324,-0.01754385964912286,0.01754385964912275,500,4040,596537df07d8eb05b014fe313d59bb9c2e78087a9c4e1267fd50ff7451482d4b
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,static_weighted_ensemble,f1,seed_level_paired_by_corruption_seed,3,-0.009291521486643436,-0.025551684088269466,0.023228803716608626,500,4040,0e1f3fb888213463c59d7f0d34b79c44b7829285776236d5ff572b1878ddb0d1
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,veto_mavs,static_weighted_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.009259259259259259,-0.027777777777777776,0.0,500,4040,751239bb1aafa8fcab4ae479b2602f23de2feaf7d37ae885807254a5194b9c7f
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,pure_mavs_gc,single_model,accuracy,seed_level_paired_by_corruption_seed,3,-0.005847953216374324,-0.01754385964912286,0.01754385964912275,500,4040,1c706385b06011d236aa696af56a871abe213f72030c600a44e55d712a57d36c
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,pure_mavs_gc,single_model,f1,seed_level_paired_by_corruption_seed,3,-0.009291521486643436,-0.025551684088269466,0.023228803716608626,500,4040,584a758f04c39be78c790a9b8f043b054bf3497682af6e04bb7aa3b27aa3e567
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,pure_mavs_gc,single_model,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.009259259259259259,-0.027777777777777776,0.0,500,4040,65aef7c3bfc20f91fb10ddbd93ea9b5f7df8830513e547cc9dde1a3def6ab2c1
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,pure_mavs_gc,mean_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,d8d4c7dc625e66a47b8346ccca5e0412b2175b8085e9f6093eca88e1cae67ade
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,pure_mavs_gc,mean_ensemble,f1,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,fe14c11816730f2211b8b8f51add2071c696d947e3986e547e1f7d602741fd56
locked,breast_cancer_wisconsin,feature_noise,0.1,primary,pure_mavs_gc,mean_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,61699b8bf798c84b4ae5bb998f69b004fb4845d0d8fc2c4f4b621cf3d1647016
